Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1753W; Reactive=279var; Appearent=403VA; Line: Current=7.35900021; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.33199978;7.311999799999999;7.53000021;7.48400021;7.54300022;7.62900019;7.36499977;7.28599977;7.37200022;7.31899977; FFT Re: 9748;46;303;33;52;19;19;39;-455; FFT Img: 2712;6;-792;-59;1386;-19;963;33;462; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=1800W; Reactive=279var; Appearent=403VA; Line: Current=7.57600021; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.59600019;7.53700018;7.50400019;7.53700018;7.28599977;7.31899977;7.32600021;7.23999977;7.22700024;7.232999799999999; FFT Re: 10421;26;264;0;726;19;640;26;0; FFT Img: 1696;-6;-871;-26;1168;-13;666;-26;534; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=1757W; Reactive=279var; Appearent=403VA; Line: Current=7.311999799999999; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.33900023;7.21999979;7.392000200000001;7.34499979;7.45100021;7.44399977;7.33900023;7.28599977;7.21999979;7.186999799999999; FFT Re: 10124;-33;-105;0;1148;13;983;26;481; FFT Img: 851;-19;-910;-6;825;-13;297;0;468; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=1737W; Reactive=279var; Appearent=403VA; Line: Current=7.43100023; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.72800016;7.49100018;7.49700022;7.48400021;7.58300018;7.51000023;7.563000200000001;7.62900019;7.45800018;7.50400019; FFT Re: 10111;66;132;13;627;13;561;52;-33; FFT Img: 1788;6;-904;-46;1161;-13;811;-6;699; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1645W; Reactive=279var; Appearent=403VA; Line: Current=7.26599979; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.41099977;7.28599977;7.44399977;7.47100019;7.49100018;7.55000019;7.47100019;7.45800018;7.41099977;7.41800022; FFT Re: 9853;-59;79;-33;409;-46;336;-39;-257; FFT Img: 2098;-19;-864;26;1280;0;910;-13;673; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=1832W; Reactive=279var; Appearent=403VA; Line: Current=7.50400019; Voltage=230.08V; Phase=-43,841rad; Peaks: 14.3940001;14.420999499999999;14.46;14.505999599999999;14.1499996;13.925999599999999;13.397999800000003;13.0539999;13.020999900000001;13.074000400000001; FFT Re: 10263;13;145;-13;943;-19;798;0;237; FFT Img: 1465;6;-818;13;1115;6;706;19;699; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1656W; Reactive=279var; Appearent=403VA; Line: Current=6.97599983; Voltage=230.08V; Phase=-43,841rad; Peaks: 6.89699984;6.96299982;7.02899981;6.8829999000000015;6.96899986;6.85699987;6.81699991;6.98899984;7.061999799999999;6.92999983; FFT Re: 9563;13;-158;0;1082;-6;897;6;435; FFT Img: 330;0;-970;-6;910;0;488;13;594; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=5; Alarms: CoilRevesed=OFF; Power: Active=1671W; Reactive=279var; Appearent=403VA; Line: Current=7.11399984; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.11399984;7.11399984;7.11399984;7.11399984;7.11399984;7.11399984;7.11399984;7.11399984;7.11399984;7.11399984; FFT Re: 9708;26;171;-26;943;-13;686;13;145; FFT Img: 897;0;-976;-46;1102;0;627;19;554; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=5; Alarms: CoilRevesed=OFF; Power: Active=1660W; Reactive=279var; Appearent=403VA; Line: Current=7.01499987; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.01499987;7.01499987;7.01499987;7.01499987;7.01499987;7.01499987;7.01499987;7.01499987;7.01499987;7.01499987; FFT Re: 9649;-19;191;13;785;-66;666;-66;66; FFT Img: 1115;26;-957;39;1201;13;772;46;666; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=1642W; Reactive=279var; Appearent=403VA; Line: Current=6.99599981; Voltage=230.08V; Phase=-43,841rad; Peaks: 6.98199987;6.86399984;6.86999989;6.98199987;6.94899988;6.803999900000001;6.94899988;6.96899986;6.90999985;6.93599987; FFT Re: 9484;13;283;-6;369;-13;171;-19;-409; FFT Img: 1749;0;-858;13;1346;0;1016;0;607; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1607W; Reactive=279var; Appearent=403VA; Line: Current=6.69199991; Voltage=230.08V; Phase=-43,841rad; Peaks: 6.79799986;6.75099993;6.69199991;6.69199991;6.69199991;6.69199991;6.69199991;6.69199991;6.69199991;6.69199991; FFT Re: 9187;0;-250;-39;1016;-26;858;0;455; FFT Img: 534;6;-844;-13;844;13;376;6;534; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1653W; Reactive=279var; Appearent=403VA; Line: Current=6.96899986; Voltage=230.08V; Phase=-43,841rad; Peaks: 6.92299986;6.97599983;7.01499987;7.04199982;6.98199987;7.02199984;7.02199984;7.00899982;7.04799986;7.02199984; FFT Re: 9609;33;-39;-19;1016;-26;805;-46;264; FFT Img: 613;46;-930;0;904;52;488;26;541; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=2190W; Reactive=279var; Appearent=403VA; Line: Current=9.09399986; Voltage=230.08V; Phase=-43,841rad; Peaks: 9.12699986;9.19299984;9.2329998;9.17399979;9.14700031;9.14700031;9.18700027;9.18700027;9.15999985;9.14700031; FFT Re: 12645;0;33;26;607;26;541;26;-52; FFT Img: 1062;-26;-910;-6;1201;-19;811;0;646; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=5; Alarms: CoilRevesed=OFF; Power: Active=1630W; Reactive=279var; Appearent=403VA; Line: Current=6.90299988; Voltage=230.08V; Phase=-43,841rad; Peaks: 6.90299988;6.90299988;6.90299988;6.90299988;6.90299988;6.90299988;6.90299988;6.90299988;6.90299988;6.90299988; FFT Re: 9497;46;-105;-19;924;13;752;19;217; FFT Img: 660;-19;-970;-33;1023;0;488;-26;534; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=1676W; Reactive=279var; Appearent=403VA; Line: Current=7.02199984; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.15399981;7.02199984;7.02199984;7.02199984;7.02199984;7.02199984;7.02199984;7.02199984;7.02199984;7.02199984; FFT Re: 9636;46;125;0;825;0;699;26;125; FFT Img: 1009;0;-1036;-46;1036;-13;673;-6;613; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=5; Alarms: CoilRevesed=OFF; Power: Active=1671W; Reactive=279var; Appearent=403VA; Line: Current=6.93599987; Voltage=230.08V; Phase=-43,841rad; Peaks: 6.93599987;6.93599987;6.93599987;6.93599987;6.93599987;6.93599987;6.93599987;6.93599987;6.93599987;6.93599987; FFT Re: 9570;-13;-198;-26;1221;-13;924;6;567; FFT Img: 52;-6;-950;-13;534;-19;46;-13;264; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1715W; Reactive=279var; Appearent=403VA; Line: Current=7.12799978; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.563000200000001;7.27299976;7.08799982;6.99599981;6.93599987;7.00199986;7.05499983;7.04199982;7.061999799999999;7.12799978; FFT Re: 9735;39;277;0;686;19;620;33;-33; FFT Img: 1260;0;-1023;-33;1280;0;838;0;640; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=1748W; Reactive=279var; Appearent=403VA; Line: Current=7.35200024; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.63600016;7.33900023;7.51000023;7.62300014;7.49700022;7.44399977;7.54300022;7.57000017;7.55000019;7.58300018; FFT Re: 10104;-6;-19;19;924;13;798;19;198; FFT Img: 1280;-59;-917;0;963;-33;567;-26;554; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=5; Alarms: CoilRevesed=OFF; Power: Active=1710W; Reactive=279var; Appearent=403VA; Line: Current=7.27299976; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.08099985;7.15399981;7.21999979;7.17999983;7.14699984;7.16099977;7.14099979;7.21999979;7.17999983;7.16699982; FFT Re: 9985;39;0;-26;891;-33;693;-19;204; FFT Img: 1471;0;-884;0;1056;19;745;0;607; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1684W; Reactive=279var; Appearent=403VA; Line: Current=7.21299982; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.25299978;7.16699982;7.19399977;7.29899979;7.19999981;7.17999983;7.15399981;7.17399979;7.15399981;7.19399977; FFT Re: 9735;13;211;6;785;-52;534;-33;-26; FFT Img: 1966;52;-732;13;1326;33;818;39;726; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=1749W; Reactive=279var; Appearent=403VA; Line: Current=7.36499977; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.39799976;7.36499977;7.36499977;7.36499977;7.36499977;7.36499977;7.36499977;7.36499977;7.36499977;7.36499977; FFT Re: 10065;33;151;-33;811;-26;620;-6;52; FFT Img: 1663;0;-785;-13;1227;6;785;13;726; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1684W; Reactive=279var; Appearent=403VA; Line: Current=7.16099977; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.16099977;7.04199982;6.95599985;7.14699984;7.17999983;7.04199982;7.09499979;7.107999799999999;7.16099977;7.16099977; FFT Re: 9853;13;-13;-19;1108;0;851;19;402; FFT Img: 1161;-13;-792;-46;976;-6;541;0;594; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=1735W; Reactive=279var; Appearent=403VA; Line: Current=7.30600023; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.517000200000001;7.40500021;7.30600023;7.30600023;7.30600023;7.30600023;7.30600023;7.30600023;7.30600023;7.30600023; FFT Re: 9847;59;244;6;257;19;125;46;-363; FFT Img: 2316;-19;-844;-46;1399;0;970;6;508; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1718W; Reactive=279var; Appearent=403VA; Line: Current=7.19399977; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.17399979;7.12099981;7.35900021;7.28599977;7.09499979;7.13399982;7.29300022;7.32600021;7.30600023;7.36499977; FFT Re: 9609;-6;171;-6;0;-6;-105;0;-501; FFT Img: 2587;33;-871;33;1339;0;930;0;429; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1811W; Reactive=279var; Appearent=403VA; Line: Current=7.49100018; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.69500017;8.0710001;8.16399956;7.39799976;8.1239996;7.32600021;7.79400015;7.35200024;7.35200024;7.83400011; FFT Re: 10177;-6;211;-6;706;6;521;26;-59; FFT Img: 1722;6;-811;-26;1267;0;844;19;673; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=2877W; Reactive=279var; Appearent=403VA; Line: Current=12.111000099999998; Voltage=230.08V; Phase=-43,841rad; Peaks: 12.7309999;12.632;12.553000500000001;12.6120005;12.599;12.545999499999999;12.619000400000001;12.592;12.401;12.401; FFT Re: 16777;-118;224;-33;613;-19;534;-33;-99; FFT Img: 2019;19;-686;105;1227;52;765;6;574; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=5; Alarms: CoilRevesed=OFF; Power: Active=1719W; Reactive=279var; Appearent=403VA; Line: Current=7.26000023; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.517000200000001;7.08799982;7.02899981;7.26000023;7.24599981;7.10099983;7.29300022;7.392000200000001;7.29300022;7.232999799999999; FFT Re: 9919;39;-66;-19;778;-33;633;-39;118; FFT Img: 1630;66;-917;-19;1062;52;712;13;653; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=1753W; Reactive=279var; Appearent=403VA; Line: Current=7.20699978; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.26000023;7.17399979;7.19399977;7.26599979;7.34499979;7.19999981;7.27899981;7.36499977;7.21299982;7.20699978; FFT Re: 9781;99;-13;-39;719;-79;567;-79;79; FFT Img: 1788;79;-798;33;1141;59;712;13;666; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=1696W; Reactive=279var; Appearent=403VA; Line: Current=7.39799976; Voltage=230.08V; Phase=-43,841rad; Peaks: 14.335;14.368;14.288999599999999;14.307999599999999;14.0439997;13.477000199999997;13.093999900000002;13.081000300000001;13.048000300000002;12.9750004; FFT Re: 9966;-33;217;13;343;72;184;33;-198; FFT Img: 2422;-118;-831;26;1221;-46;712;13;396; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1645W; Reactive=279var; Appearent=403VA; Line: Current=6.90299988; Voltage=230.08V; Phase=-43,841rad; Peaks: 9.3579998;9.22000027;9.22599983;9.213000300000001;9.22000027;9.32499981;9.17399979;9.22000027;9.213000300000001;9.06099987; FFT Re: 9273;39;283;0;303;0;171;19;-290; FFT Img: 1927;6;-930;-72;1339;-19;904;13;567; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=2184W; Reactive=279var; Appearent=403VA; Line: Current=9.04199982; Voltage=230.08V; Phase=-43,841rad; Peaks: 9.02799988;9.02200031;9.19999981;9.06799984;9.1079998;9.07499981;8.98900032;8.86999989;8.89000034;9.18000031; FFT Re: 12579;-52;-151;26;1174;19;871;19;541; FFT Img: -171;-26;-759;0;693;-59;204;-33;369; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=2123W; Reactive=279var; Appearent=403VA; Line: Current=8.97599983; Voltage=230.08V; Phase=-43,841rad; Peaks: 8.92300034;8.94299984;8.89599991;8.87699986;8.86999989;8.84399986;8.90999985;8.86299992;8.9289999;8.98200035; FFT Re: 12394;26;-85;0;970;6;785;46;323; FFT Img: 693;-13;-818;-39;1023;-26;600;-6;633; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=2213W; Reactive=279var; Appearent=403VA; Line: Current=9.15999985; Voltage=230.08V; Phase=-43,841rad; Peaks: 9.08100033;9.12100029;9.19299984;9.213000300000001;9.22000027;9.12100029;9.213000300000001;9.13399982;9.15400028;9.22599983; FFT Re: 12764;-6;19;6;983;0;752;52;270; FFT Img: 712;-59;-884;0;1089;-26;660;6;646; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=2027W; Reactive=279var; Appearent=403VA; Line: Current=8.96899986; Voltage=230.08V; Phase=-43,841rad; Peaks: 8.9289999;8.9289999;8.88300037;8.88300037;8.94299984;8.94900036;8.98200035;8.96899986;8.91600037;9.01500034; FFT Re: 11998;-46;442;-72;-475;-46;-481;-19;-561; FFT Img: 3372;0;-706;52;1234;-13;660;-46;26; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1605W; Reactive=279var; Appearent=403VA; Line: Current=6.91599989; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.01499987;6.79799986;7.05499983;6.98899984;6.91599989;6.91599989;6.91599989;6.91599989;6.91599989;6.91599989; FFT Re: 9543;59;-244;-52;970;-52;620;-79;283; FFT Img: 363;79;-884;6;699;72;290;19;336; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=1625W; Reactive=279var; Appearent=403VA; Line: Current=6.78399992; Voltage=230.08V; Phase=-43,841rad; Peaks: 6.678999900000001;6.59299994;6.71199989;6.79799986;6.724999900000001;6.73799992;6.71799994;6.69199991;6.71199989;6.69899988; FFT Re: 9319;-92;-382;33;970;26;739;26;435; FFT Img: 250;-79;-778;19;712;-46;198;-33;336; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=1602W; Reactive=279var; Appearent=403VA; Line: Current=6.91599989; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.16099977;7.10099983;7.17399979;6.99599981;6.85699987;6.82399988;6.79099989;6.76499987;6.90999985;6.86399984; FFT Re: 9484;-33;-580;39;1181;-6;554;-6;442; FFT Img: -1036;-6;-785;26;-85;13;-376;33;-204; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1594W; Reactive=279var; Appearent=403VA; Line: Current=6.81699991; Voltage=230.08V; Phase=-43,841rad; Peaks: 6.73199987;6.65199995;6.849999900000001;6.83099985;6.77799988;6.96299982;7.13399982;6.97599983;6.96899986;7.06799984; FFT Re: 9352;0;-204;0;957;-19;726;-13;349; FFT Img: 613;13;-957;19;785;13;409;26;514; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1617W; Reactive=279var; Appearent=403VA; Line: Current=6.79099989; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.04799986;6.90299988;6.90999985;6.94299984;7.09499979;7.00899982;6.95599985;7.02199984;6.88999987;6.94899988; FFT Re: 9292;66;-191;-66;785;-92;607;-66;171; FFT Img: 858;66;-858;13;1069;46;567;0;620; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=1633W; Reactive=279var; Appearent=403VA; Line: Current=6.96899986; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.57000017;7.21999979;7.17399979;7.19399977;7.34499979;7.14099979;7.29300022;7.22700024;7.19399977;7.17999983; FFT Re: 9398;26;303;0;79;-6;39;13;-389; FFT Img: 1999;13;-924;-66;1247;-6;778;13;363; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=1624W; Reactive=279var; Appearent=403VA; Line: Current=6.74499989; Voltage=230.08V; Phase=-43,841rad; Peaks: 6.99599981;6.74499989;6.74499989;6.74499989;6.74499989;6.74499989;6.74499989;6.74499989;6.74499989;6.74499989; FFT Re: 9213;39;-66;-39;660;-52;554;-26;52; FFT Img: 1161;39;-897;0;1135;19;712;6;646; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1617W; Reactive=279var; Appearent=403VA; Line: Current=6.74499989; Voltage=230.08V; Phase=-43,841rad; Peaks: 6.84399986;6.78399992;6.90299988;6.87699986;6.7579999000000015;6.79799986;6.83699989;6.75099993;6.71199989;6.71199989; FFT Re: 9286;0;-85;-6;1135;-33;950;-26;495; FFT Img: 633;0;-844;33;745;13;363;26;495; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=1645W; Reactive=279var; Appearent=403VA; Line: Current=6.89699984; Voltage=230.08V; Phase=-43,841rad; Peaks: 6.73199987;6.77099991;6.98899984;6.90999985;6.83099985;6.8829999000000015;6.98199987;7.01499987;6.92999983;6.92999983; FFT Re: 9484;26;-184;-19;831;66;613;26;105; FFT Img: 666;-59;-950;0;943;-19;435;-46;462; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=5; Alarms: CoilRevesed=OFF; Power: Active=1577W; Reactive=279var; Appearent=403VA; Line: Current=6.77799988; Voltage=230.08V; Phase=-43,841rad; Peaks: 6.77799988;6.77799988;6.77799988;6.77799988;6.77799988;6.77799988;6.77799988;6.77799988;6.77799988;6.77799988; FFT Re: 9259;-39;-19;59;627;59;435;52;26; FFT Img: 1082;-79;-851;19;950;-46;495;-13;323; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=1; Alarms: CoilRevesed=OFF; Power: Active=1625W; Reactive=279var; Appearent=403VA; Line: Current=6.849999900000001; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.04199982;6.79099989;6.78399992;6.71199989;6.81099987;6.83699989;6.79799986;6.78399992;6.79799986;6.69199991; FFT Re: 9312;39;118;-13;607;0;429;26;-79; FFT Img: 1379;6;-864;-66;1240;-6;831;6;627; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=5; Alarms: CoilRevesed=OFF; Power: Active=1551W; Reactive=279var; Appearent=403VA; Line: Current=6.69199991; Voltage=230.08V; Phase=-43,841rad; Peaks: 6.69199991;6.69199991;6.69199991;6.69199991;6.69199991;6.69199991;6.69199991;6.69199991;6.69199991;6.69199991; FFT Re: 9114;-33;-33;0;752;-26;561;-52;151; FFT Img: 1115;-13;-844;79;1095;19;653;-6;594; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1606W; Reactive=279var; Appearent=403VA; Line: Current=6.79799986; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.08099985;6.75099993;6.678999900000001;6.75099993;6.81699991;6.76499987;6.75099993;6.79099989;6.79099989;6.73799992; FFT Re: 9174;33;145;33;435;26;323;39;-211; FFT Img: 1564;-6;-844;-33;1313;-6;891;19;646; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=5; Alarms: CoilRevesed=OFF; Power: Active=1610W; Reactive=279var; Appearent=403VA; Line: Current=6.85699987; Voltage=230.08V; Phase=-43,841rad; Peaks: 6.85699987;6.85699987;6.85699987;6.85699987;6.85699987;6.85699987;6.85699987;6.85699987;6.85699987;6.85699987; FFT Re: 9504;52;-72;-33;1049;-46;785;-26;382; FFT Img: 468;33;-884;0;871;46;402;19;462; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1567W; Reactive=279var; Appearent=403VA; Line: Current=6.77799988; Voltage=230.08V; Phase=-43,841rad; Peaks: 6.74499989;6.87699986;6.74499989;6.73199987;6.71799994;6.63899994;6.86399984;6.82399988;6.71199989;6.7579999000000015; FFT Re: 9088;-19;257;19;-46;39;-145;19;-508; FFT Img: 2092;-46;-831;0;1326;13;864;33;336; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
Device: ID=1; Fw=16071801; Evt=2; Alarms: CoilRevesed=OFF; Power: Active=1678W; Reactive=279var; Appearent=403VA; Line: Current=7.08099985; Voltage=230.08V; Phase=-43,841rad; Peaks: 7.232999799999999;7.186999799999999;7.30600023;7.438000200000001;7.19999981;7.16099977;7.16699982;7.21999979;7.35200024;7.24599981; FFT Re: 9642;-52;-46;26;574;33;402;19;-66; FFT Img: 1782;-39;-772;-6;1148;-46;712;-6;541; UTC Time: 2016-10-4 16:47:50; hz: 49.87; WiFi Strength: -62; Dummy: 20
